experiment	item	condition	conditionlabel	tasklabel	context	word	text	lab	woi	design	record	session	instructions	participant	playlist	experimentTrial	sessionTrial	recordedFile	trialDuration	date	trialStart	trialEnd	
radi_HABITUAL	39	1	habitual	sit	HABITUAL	SIT SENTENCE3	9A. They extract a lot of water from the ground.        	SIT SENTENCE3                   	SIT SENTENCE3                   	Fixed	y	1	instructions.txt	3	1	33	33	radi_HABITUAL_3_39_1.wav	0.99056	08-Mar-2018	20:21:25	20:21:26	
radi_HABITUAL	6	1	habitual	dfd	HABITUAL	HOED         	HOED. PLEASE SAY HOED AGAIN.                            	HOED. PLEASE SAY HOED AGAIN.    	HOED. PLEASE SAY HOED AGAIN.    	Fixed	y	1	instructions.txt	3	1	34	34	radi_HABITUAL_3_6_1.wav	1.0487	08-Mar-2018	20:21:26	20:21:27	
radi_HABITUAL	33	1	habitual	dfd	HABITUAL	ALIL         	ALIL. PLEASE SAY ALIL AGAIN.                            	ALIL. PLEASE SAY ALIL AGAIN.    	ALIL. PLEASE SAY ALIL AGAIN.    	Fixed	y	1	instructions.txt	3	1	35	35	radi_HABITUAL_3_33_1.wav	1.0006	08-Mar-2018	20:21:27	20:21:28	
radi_HABITUAL	20	1	habitual	dfd	HABITUAL	AFIL         	AFIL. PLEASE SAY AFIL AGAIN.                            	AFIL. PLEASE SAY AFIL AGAIN.    	AFIL. PLEASE SAY AFIL AGAIN.    	Fixed	y	1	instructions.txt	3	1	36	36	radi_HABITUAL_3_20_1.wav	1.0741	08-Mar-2018	20:21:29	20:21:30	
radi_HABITUAL	24	1	habitual	dfd	HABITUAL	ASIL         	ASIL. PLEASE SAY ASIL AGAIN.                            	ASIL. PLEASE SAY ASIL AGAIN.    	ASIL. PLEASE SAY ASIL AGAIN.    	Fixed	y	1	instructions.txt	3	1	37	37	radi_HABITUAL_3_24_1.wav	1.0567	08-Mar-2018	20:21:30	20:21:31	
radi_HABITUAL	35	1	habitual	dfd	HABITUAL	AWIL         	AWIL. PLEASE SAY AWIL AGAIN.                            	AWIL. PLEASE SAY AWIL AGAIN.    	AWIL. PLEASE SAY AWIL AGAIN.    	Fixed	y	1	instructions.txt	3	1	38	38	radi_HABITUAL_3_35_1.wav	1.0279	08-Mar-2018	20:21:32	20:21:33	
radi_HABITUAL	21	1	habitual	dfd	HABITUAL	AVIL         	AVIL. PLEASE SAY AVIL AGAIN.                            	AVIL. PLEASE SAY AVIL AGAIN.    	AVIL. PLEASE SAY AVIL AGAIN.    	Fixed	y	1	instructions.txt	3	1	39	39	radi_HABITUAL_3_21_1.wav	0.94613	08-Mar-2018	20:21:33	20:21:34	
radi_HABITUAL	11	1	habitual	dfd	HABITUAL	HOID         	HOID. PLEASE SAY HOID AGAIN.                            	HOID. PLEASE SAY HOID AGAIN.    	HOID. PLEASE SAY HOID AGAIN.    	Fixed	y	1	instructions.txt	3	1	40	40	radi_HABITUAL_3_11_1.wav	0.92616	08-Mar-2018	20:21:34	20:21:35	
radi_HABITUAL	34	1	habitual	dfd	HABITUAL	ARIL         	ARIL. PLEASE SAY ARIL AGAIN.                            	ARIL. PLEASE SAY ARIL AGAIN.    	ARIL. PLEASE SAY ARIL AGAIN.    	Fixed	y	1	instructions.txt	3	1	41	41	radi_HABITUAL_3_34_1.wav	0.95315	08-Mar-2018	20:21:35	20:21:36	
radi_HABITUAL	32	1	habitual	dfd	HABITUAL	ANIL         	ANIL. PLEASE SAY ANIL AGAIN.                            	ANIL. PLEASE SAY ANIL AGAIN.    	ANIL. PLEASE SAY ANIL AGAIN.    	Fixed	y	1	instructions.txt	3	1	42	42	radi_HABITUAL_3_32_1.wav	0.99948	08-Mar-2018	20:21:36	20:21:37	
radi_HABITUAL	27	1	habitual	dfd	HABITUAL	AZHIL                                                               	AZHIL. PLEASE SAY AZHIL AGAIN.                                      	AZHIL. PLEASE SAY AZHIL AGAIN.                                      	AZHIL. PLEASE SAY AZHIL AGAIN.                                      	Fixed	y	1	instructions.txt	4	1	1	1	radi_HABITUAL_4_27_1.wav	4.0951	08-Mar-2018	22:28:10	22:28:14	
radi_HABITUAL	20	1	habitual	dfd	HABITUAL	AFIL                                                                	AFIL. PLEASE SAY AFIL AGAIN.                                        	AFIL. PLEASE SAY AFIL AGAIN.                                        	AFIL. PLEASE SAY AFIL AGAIN.                                        	Fixed	y	1	instructions.txt	4	1	2	2	radi_HABITUAL_4_20_1.wav	0.95944	08-Mar-2018	22:28:14	22:28:15	
radi_HABITUAL	14	1	habitual	dfd	HABITUAL	APIL                                                                	APIL. PLEASE SAY APIL AGAIN.                                        	APIL. PLEASE SAY APIL AGAIN.                                        	APIL. PLEASE SAY APIL AGAIN.                                        	Fixed	y	1	instructions.txt	4	1	3	3	radi_HABITUAL_4_14_1.wav	1.0927	08-Mar-2018	22:28:16	22:28:17	
radi_HABITUAL	35	1	habitual	dfd	HABITUAL	AWIL                                                                	AWIL. PLEASE SAY AWIL AGAIN.                                        	AWIL. PLEASE SAY AWIL AGAIN.                                        	AWIL. PLEASE SAY AWIL AGAIN.                                        	Fixed	y	1	instructions.txt	4	1	4	4	radi_HABITUAL_4_35_1.wav	1.0867	08-Mar-2018	22:28:17	22:28:18	
radi_HABITUAL	31	1	habitual	dfd	HABITUAL	AMIL                                                                	AMIL. PLEASE SAY AMIL AGAIN.                                        	AMIL. PLEASE SAY AMIL AGAIN.                                        	AMIL. PLEASE SAY AMIL AGAIN.                                        	Fixed	y	1	instructions.txt	4	1	5	5	radi_HABITUAL_4_31_1.wav	1.0891	08-Mar-2018	22:28:18	22:28:19	
radi_HABITUAL	2	1	habitual	dfd	HABITUAL	HID                                                                 	HID. PLEASE SAY HID AGAIN.                                          	HID. PLEASE SAY HID AGAIN.                                          	HID. PLEASE SAY HID AGAIN.                                          	Fixed	y	1	instructions.txt	4	1	6	6	radi_HABITUAL_4_2_1.wav	1.0626	08-Mar-2018	22:28:20	22:28:21	
radi_HABITUAL	34	1	habitual	dfd	HABITUAL	ARIL                                                                	ARIL. PLEASE SAY ARIL AGAIN.                                        	ARIL. PLEASE SAY ARIL AGAIN.                                        	ARIL. PLEASE SAY ARIL AGAIN.                                        	Fixed	y	1	instructions.txt	4	1	7	7	radi_HABITUAL_4_34_1.wav	0.99859	08-Mar-2018	22:28:21	22:28:22	
radi_HABITUAL	16	1	habitual	dfd	HABITUAL	ATIL                                                                	ATIL. PLEASE SAY ATIL AGAIN.                                        	ATIL. PLEASE SAY ATIL AGAIN.                                        	ATIL. PLEASE SAY ATIL AGAIN.                                        	Fixed	y	1	instructions.txt	4	1	8	8	radi_HABITUAL_4_16_1.wav	0.94812	08-Mar-2018	22:28:23	22:28:23	
radi_HABITUAL	32	1	habitual	dfd	HABITUAL	ANIL                                                                	ANIL. PLEASE SAY ANIL AGAIN.                                        	ANIL. PLEASE SAY ANIL AGAIN.                                        	ANIL. PLEASE SAY ANIL AGAIN.                                        	Fixed	y	1	instructions.txt	4	1	9	9	radi_HABITUAL_4_32_1.wav	0.99889	08-Mar-2018	22:28:24	22:28:25	
radi_HABITUAL	10	1	habitual	dfd	HABITUAL	HAYED                                                               	HAYED. PLEASE SAY HAYED AGAIN.                                      	HAYED. PLEASE SAY HAYED AGAIN.                                      	HAYED. PLEASE SAY HAYED AGAIN.                                      	Fixed	y	1	instructions.txt	4	1	10	10	radi_HABITUAL_4_10_1.wav	0.96846	08-Mar-2018	22:28:25	22:28:26	
radi_HABITUAL	21	1	habitual	dfd	HABITUAL	AVIL                                                                	AVIL. PLEASE SAY AVIL AGAIN.                                        	AVIL. PLEASE SAY AVIL AGAIN.                                        	AVIL. PLEASE SAY AVIL AGAIN.                                        	Fixed	y	1	instructions.txt	4	1	11	11	radi_HABITUAL_4_21_1.wav	0.97094	08-Mar-2018	22:28:26	22:28:27	
radi_HABITUAL	24	1	habitual	dfd	HABITUAL	ASIL                                                                	ASIL. PLEASE SAY ASIL AGAIN.                                        	ASIL. PLEASE SAY ASIL AGAIN.                                        	ASIL. PLEASE SAY ASIL AGAIN.                                        	Fixed	y	1	instructions.txt	4	1	12	12	radi_HABITUAL_4_24_1.wav	0.93817	08-Mar-2018	22:28:28	22:28:29	
radi_HABITUAL	4	1	habitual	dfd	HABITUAL	HAD                                                                 	HAD. PLEASE SAY HAD AGAIN.                                          	HAD. PLEASE SAY HAD AGAIN.                                          	HAD. PLEASE SAY HAD AGAIN.                                          	Fixed	y	1	instructions.txt	4	1	13	13	radi_HABITUAL_4_4_1.wav	1.0375	08-Mar-2018	22:28:29	22:28:30	
radi_HABITUAL	6	1	habitual	dfd	HABITUAL	HOED                                                                	HOED. PLEASE SAY HOED AGAIN.                                        	HOED. PLEASE SAY HOED AGAIN.                                        	HOED. PLEASE SAY HOED AGAIN.                                        	Fixed	y	1	instructions.txt	4	1	14	14	radi_HABITUAL_4_6_1.wav	0.96791	08-Mar-2018	22:28:30	22:28:31	
radi_HABITUAL	19	1	habitual	dfd	HABITUAL	AGIL                                                                	AGIL. PLEASE SAY AGIL AGAIN.                                        	AGIL. PLEASE SAY AGIL AGAIN.                                        	AGIL. PLEASE SAY AGIL AGAIN.                                        	Fixed	y	1	instructions.txt	4	1	15	15	radi_HABITUAL_4_19_1.wav	0.97483	08-Mar-2018	22:28:31	22:28:32	
radi_HABITUAL	1	1	habitual	dfd	HABITUAL	HEED                                                                	HEED. PLEASE SAY HEED AGAIN.                                        	HEED. PLEASE SAY HEED AGAIN.                                        	HEED. PLEASE SAY HEED AGAIN.                                        	Fixed	y	1	instructions.txt	4	1	16	16	radi_HABITUAL_4_1_1.wav	0.99248	08-Mar-2018	22:28:33	22:28:34	
radi_HABITUAL	30	1	habitual	dfd	HABITUAL	ADGIL                                                               	ADGIL. PLEASE SAY ADGIL AGAIN.                                      	ADGIL. PLEASE SAY ADGIL AGAIN.                                      	ADGIL. PLEASE SAY ADGIL AGAIN.                                      	Fixed	y	1	instructions.txt	4	1	17	17	radi_HABITUAL_4_30_1.wav	1.0247	08-Mar-2018	22:28:34	22:28:35	
radi_HABITUAL	28	1	habitual	dfd	HABITUAL	AHIL                                                                	AHIL. PLEASE SAY AHIL AGAIN.                                        	AHIL. PLEASE SAY AHIL AGAIN.                                        	AHIL. PLEASE SAY AHIL AGAIN.                                        	Fixed	y	1	instructions.txt	4	1	18	18	radi_HABITUAL_4_28_1.wav	1.0418	08-Mar-2018	22:28:35	22:28:36	
radi_HABITUAL	43	1	habitual	pic	HABITUAL	Please say 3 sentences about this picture: STREET                   	Please say 3 sentences about this picture: STREET                   	Please say 3 sentences about this picture: STREET                   	Please say 3 sentences about this picture: STREET                   	Fixed	y	1	instructions.txt	4	1	19	19	radi_HABITUAL_4_43_1.wav	1.0212	08-Mar-2018	22:28:37	22:28:38	
radi_HABITUAL	9	1	habitual	dfd	HABITUAL	HUD                                                                 	HUD. PLEASE SAY HUD AGAIN.                                          	HUD. PLEASE SAY HUD AGAIN.                                          	HUD. PLEASE SAY HUD AGAIN.                                          	Fixed	y	1	instructions.txt	4	1	20	20	radi_HABITUAL_4_9_1.wav	1.0204	08-Mar-2018	22:28:38	22:28:39	
radi_HABITUAL	7	1	habitual	dfd	HABITUAL	HOOD                                                                	HOOD. PLEASE SAY HOOD AGAIN.                                        	HOOD. PLEASE SAY HOOD AGAIN.                                        	HOOD. PLEASE SAY HOOD AGAIN.                                        	Fixed	y	1	instructions.txt	4	1	21	21	radi_HABITUAL_4_7_1.wav	0.99558	08-Mar-2018	22:28:39	22:28:40	
radi_HABITUAL	13	1	habitual	dfd	HABITUAL	HIDE                                                                	HIDE. PLEASE SAY HIDE AGAIN.                                        	HIDE. PLEASE SAY HIDE AGAIN.                                        	HIDE. PLEASE SAY HIDE AGAIN.                                        	Fixed	y	1	instructions.txt	4	1	22	22	radi_HABITUAL_4_13_1.wav	0.99086	08-Mar-2018	22:28:41	22:28:42	
radi_HABITUAL	25	1	habitual	dfd	HABITUAL	AZIL                                                                	AZIL. PLEASE SAY AZIL AGAIN.                                        	AZIL. PLEASE SAY AZIL AGAIN.                                        	AZIL. PLEASE SAY AZIL AGAIN.                                        	Fixed	y	1	instructions.txt	4	1	23	23	radi_HABITUAL_4_25_1.wav	1.0079	08-Mar-2018	22:28:42	22:28:43	
radi_HABITUAL	17	1	habitual	dfd	HABITUAL	ADIL                                                                	ADIL. PLEASE SAY ADIL AGAIN.                                        	ADIL. PLEASE SAY ADIL AGAIN.                                        	ADIL. PLEASE SAY ADIL AGAIN.                                        	Fixed	y	1	instructions.txt	4	1	24	24	radi_HABITUAL_4_17_1.wav	1.0385	08-Mar-2018	22:28:43	22:28:44	
radi_HABITUAL	5	1	habitual	dfd	HABITUAL	HOD                                                                 	HOD. PLEASE SAY HOD AGAIN.                                          	HOD. PLEASE SAY HOD AGAIN.                                          	HOD. PLEASE SAY HOD AGAIN.                                          	Fixed	y	1	instructions.txt	4	1	25	25	radi_HABITUAL_4_5_1.wav	0.98494	08-Mar-2018	22:28:44	22:28:45	
radi_HABITUAL	26	1	habitual	dfd	HABITUAL	ASHIL                                                               	ASHIL. PLEASE SAY ASHIL AGAIN.                                      	ASHIL. PLEASE SAY ASHIL AGAIN.                                      	ASHIL. PLEASE SAY ASHIL AGAIN.                                      	Fixed	y	1	instructions.txt	4	1	26	26	radi_HABITUAL_4_26_1.wav	1.0666	08-Mar-2018	22:28:46	22:28:47	
radi_HABITUAL	22	1	habitual	dfd	HABITUAL	ATHILL                                                              	ATHILL. PLEASE SAY ATHILL AGAIN.                                    	ATHILL. PLEASE SAY ATHILL AGAIN.                                    	ATHILL. PLEASE SAY ATHILL AGAIN.                                    	Fixed	y	1	instructions.txt	4	1	27	27	radi_HABITUAL_4_22_1.wav	1.0091	08-Mar-2018	22:28:47	22:28:48	
radi_HABITUAL	18	1	habitual	dfd	HABITUAL	AKIL                                                                	AKIL. PLEASE SAY AKIL AGAIN.                                        	AKIL. PLEASE SAY AKIL AGAIN.                                        	AKIL. PLEASE SAY AKIL AGAIN.                                        	Fixed	y	1	instructions.txt	4	1	28	28	radi_HABITUAL_4_18_1.wav	0.99036	08-Mar-2018	22:28:48	22:28:49	
radi_HABITUAL	45	1	habitual	pic	HABITUAL	Please say 3 sentences about this picture: FARM                     	Please say 3 sentences about this picture: FARM                     	Please say 3 sentences about this picture: FARM                     	Please say 3 sentences about this picture: FARM                     	Fixed	y	1	instructions.txt	4	1	29	29	radi_HABITUAL_4_45_1.wav	5.0318	08-Mar-2018	22:28:50	22:28:55	
radi_HABITUAL	23	1	habitual	dfd	HABITUAL	ATHIL                                                               	ATHIL. PLEASE SAY ATHIL AGAIN.                                      	ATHIL. PLEASE SAY ATHIL AGAIN.                                      	ATHIL. PLEASE SAY ATHIL AGAIN.                                      	Fixed	y	1	instructions.txt	4	1	30	30	radi_HABITUAL_4_23_1.wav	0.92634	08-Mar-2018	22:28:55	22:28:56	
radi_HABITUAL	12	1	habitual	dfd	HABITUAL	HOW'D                                                               	HOW'D. PLEASE SAY HOW'D AGAIN.                                      	HOW'D. PLEASE SAY HOW'D AGAIN.                                      	HOW'D. PLEASE SAY HOW'D AGAIN.                                      	Fixed	y	1	instructions.txt	4	1	31	31	radi_HABITUAL_4_12_1.wav	0.93146	08-Mar-2018	22:28:56	22:28:57	
radi_HABITUAL	29	1	habitual	dfd	HABITUAL	ACHIL                                                               	ACHIL. PLEASE SAY ACHIL AGAIN.                                      	ACHIL. PLEASE SAY ACHIL AGAIN.                                      	ACHIL. PLEASE SAY ACHIL AGAIN.                                      	Fixed	y	1	instructions.txt	4	1	32	32	radi_HABITUAL_4_29_1.wav	0.90914	08-Mar-2018	22:28:57	22:28:58	
radi_HABITUAL	36	1	habitual	dfd	HABITUAL	AYIL                                                                	AYIL. PLEASE SAY AYIL AGAIN.                                        	AYIL. PLEASE SAY AYIL AGAIN.                                        	AYIL. PLEASE SAY AYIL AGAIN.                                        	Fixed	y	1	instructions.txt	4	1	33	33	radi_HABITUAL_4_36_1.wav	0.95058	08-Mar-2018	22:28:58	22:28:59	
radi_HABITUAL	8	1	habitual	dfd	HABITUAL	WHO'D                                                               	WHO'D. PLEASE SAY WHO'D AGAIN.                                      	WHO'D. PLEASE SAY WHO'D AGAIN.                                      	WHO'D. PLEASE SAY WHO'D AGAIN.                                      	Fixed	y	1	instructions.txt	4	1	34	34	radi_HABITUAL_4_8_1.wav	0.94129	08-Mar-2018	22:28:59	22:29:00	
radi_HABITUAL	15	1	habitual	dfd	HABITUAL	ABIL                                                                	ABIL. PLEASE SAY ABIL AGAIN.                                        	ABIL. PLEASE SAY ABIL AGAIN.                                        	ABIL. PLEASE SAY ABIL AGAIN.                                        	Fixed	y	1	instructions.txt	4	1	35	35	radi_HABITUAL_4_15_1.wav	0.95144	08-Mar-2018	22:29:01	22:29:02	
radi_HABITUAL	33	1	habitual	dfd	HABITUAL	ALIL                                                                	ALIL. PLEASE SAY ALIL AGAIN.                                        	ALIL. PLEASE SAY ALIL AGAIN.                                        	ALIL. PLEASE SAY ALIL AGAIN.                                        	Fixed	y	1	instructions.txt	4	1	36	36	radi_HABITUAL_4_33_1.wav	0.94871	08-Mar-2018	22:29:02	22:29:03	
radi_HABITUAL	3	1	habitual	dfd	HABITUAL	HEAD                                                                	HEAD. PLEASE SAY HEAD AGAIN.                                        	HEAD. PLEASE SAY HEAD AGAIN.                                        	HEAD. PLEASE SAY HEAD AGAIN.                                        	Fixed	y	1	instructions.txt	4	1	37	37	radi_HABITUAL_4_3_1.wav	0.95293	08-Mar-2018	22:29:03	22:29:04	
radi_HABITUAL	11	1	habitual	dfd	HABITUAL	HOID                                                                	HOID. PLEASE SAY HOID AGAIN.                                        	HOID. PLEASE SAY HOID AGAIN.                                        	HOID. PLEASE SAY HOID AGAIN.                                        	Fixed	y	1	instructions.txt	4	1	38	38	radi_HABITUAL_4_11_1.wav	1.0296	08-Mar-2018	22:29:04	22:29:06	
radi_HABITUAL	40	1	habitual	sit	HABITUAL	SIT SENTENCE4: 6 words                                              	6A. She picked a bouquet of wildflowers.                            	SIT SENTENCE4: 6 words                                              	SIT SENTENCE4: 6 words                                              	Fixed	y	1	instructions.txt	4	1	39	39	radi_HABITUAL_4_40_1.wav	1.1262	08-Mar-2018	22:29:06	22:29:07	
radi_HABITUAL	41	1	habitual	sit	HABITUAL	SIT SENTENCE5: 8 words                                              	8A. Can you paint a room or a portrait?                             	SIT SENTENCE5: 8 words                                              	SIT SENTENCE5: 8 words                                              	Fixed	y	1	instructions.txt	4	1	40	40	radi_HABITUAL_4_41_1.wav	1.0875	08-Mar-2018	22:29:07	22:29:08	
radi_HABITUAL	42	1	habitual	sit	HABITUAL	SIT SENTENCE6: 10 words                                             	10A. Perhaps his music might succeed where his words could not.     	SIT SENTENCE6: 10 words                                             	SIT SENTENCE6: 10 words                                             	Fixed	y	1	instructions.txt	4	1	41	41	radi_HABITUAL_4_42_1.wav	1.3227	08-Mar-2018	22:29:09	22:29:10	
radi_HABITUAL	37	1	habitual	sit	HABITUAL	SIT SENTENCE1: 5 words                                              	5A. The workout lasted two hours.                                   	SIT SENTENCE1: 5 words                                              	SIT SENTENCE1: 5 words                                              	Fixed	y	1	instructions.txt	4	1	42	42	radi_HABITUAL_4_37_1.wav	1.0972	08-Mar-2018	22:29:10	22:29:11	
radi_HABITUAL	38	1	habitual	sit	HABITUAL	SIT SENTENCE2: 7 words                                              	"7A. The pain passes, but the beauty remains."                      	SIT SENTENCE2: 7 words                                              	SIT SENTENCE2: 7 words                                              	Fixed	y	1	instructions.txt	4	1	43	43	radi_HABITUAL_4_38_1.wav	1.0315	08-Mar-2018	22:29:12	22:29:13	
radi_HABITUAL	39	1	habitual	sit	HABITUAL	SIT SENTENCE3: 9 words                                              	9A. The club isn't even taking applications for active membership.  	SIT SENTENCE3: 9 words                                              	SIT SENTENCE3: 9 words                                              	Fixed	y	1	instructions.txt	4	1	44	44	radi_HABITUAL_4_39_1.wav	1.036	08-Mar-2018	22:29:13	22:29:14	
radi_HABITUAL	44	1	habitual	pic	HABITUAL	Please say 3 sentences about this picture: BEACH                    	Please say 3 sentences about this picture: BEACH                    	Please say 3 sentences about this picture: BEACH                    	Please say 3 sentences about this picture: BEACH                    	Fixed	y	1	instructions.txt	4	1	45	45	radi_HABITUAL_4_44_1.wav	1.0253	08-Mar-2018	22:29:14	22:29:15	
radi_HABITUAL	46	1	habitual	con	HABITUAL	Please say a few sentences to the examiner about a particular topic.	Please say a few sentences to the examiner about a particular topic.	Please say a few sentences to the examiner about a particular topic.	Please say a few sentences to the examiner about a particular topic.	Fixed	y	1	instructions.txt	4	1	46	46	radi_HABITUAL_4_46_1.wav	1.0681	08-Mar-2018	22:29:16	22:29:17	
radi_HABITUAL	7	1	habitual	dfd	HABITUAL	HOOD                                                                	HOOD. PLEASE SAY HOOD AGAIN.                                        	HOOD. PLEASE SAY HOOD AGAIN.                                        	HOOD. PLEASE SAY HOOD AGAIN.                                        	Fixed	y	1	instructions.txt	5	1	1	1	radi_HABITUAL_5_7_1.wav	3.7808	13-Mar-2018	12:36:03	12:36:06	
radi_HABITUAL	8	1	habitual	dfd	HABITUAL	WHO'D                                                               	WHO'D. PLEASE SAY WHO'D AGAIN.                                      	WHO'D. PLEASE SAY WHO'D AGAIN.                                      	WHO'D. PLEASE SAY WHO'D AGAIN.                                      	Fixed	y	1	instructions.txt	5	1	2	2	radi_HABITUAL_5_8_1.wav	1.6116	13-Mar-2018	12:36:07	12:36:09	
