experiment	item	condition	conditionlabel	tasklabel	content	word	text	lab	woi	design	record	session	instructions	participant	playlist	experimentTrial	sessionTrial	recordedFile	trialDuration	date	trialStart	trialEnd
habitual	13	1	h1	dfd  	d_i             	ADEED                                                                                       	ADEED. PLEASE SAY ADEED AGAIN.                                                                                                                                                                                	ADEED. PLEASE SAY ADEED AGAIN.                                                              	ADEED. PLEASE SAY ADEED AGAIN.                                                              	Fixed	y	1	instructions_h1.txt	2	1	30	30	habitual_2_13_1.wav	3.7324	07-May-2018	17:26:14	17:26:17	
habitual	37	1	h1	dfd  	f_a             	AFOD                                                                                        	AFOD. PLEASE SAY AFOD AGAIN.                                                                                                                                                                                  	AFOD. PLEASE SAY AFOD AGAIN.                                                                	AFOD. PLEASE SAY AFOD AGAIN.                                                                	Fixed	y	1	instructions_h1.txt	2	1	31	31	habitual_2_37_1.wav	3.5389	07-May-2018	17:26:18	17:26:21	
habitual	22	1	h1	dfd  	g_ae            	AGAD                                                                                        	AGAD. PLEASE SAY AGAD AGAIN.                                                                                                                                                                                  	AGAD. PLEASE SAY AGAD AGAIN.                                                                	AGAD. PLEASE SAY AGAD AGAIN.                                                                	Fixed	y	1	instructions_h1.txt	2	1	32	32	habitual_2_22_1.wav	3.6238	07-May-2018	17:26:22	17:26:26	
habitual	36	1	h1	dfd  	z_u             	AZUDE                                                                                       	AZUDE. PLEASE SAY AZUDE AGAIN.                                                                                                                                                                                	AZUDE. PLEASE SAY AZUDE AGAIN.                                                              	AZUDE. PLEASE SAY AZUDE AGAIN.                                                              	Fixed	y	1	instructions_h1.txt	2	1	33	33	habitual_2_36_1.wav	3.398	07-May-2018	17:26:26	17:26:29	
habitual	23	1	h1	dfd  	g_a             	AGOD                                                                                        	AGOD. PLEASE SAY AGOD AGAIN.                                                                                                                                                                                  	AGOD. PLEASE SAY AGOD AGAIN.                                                                	AGOD. PLEASE SAY AGOD AGAIN.                                                                	Fixed	y	1	instructions_h1.txt	2	1	34	34	habitual_2_23_1.wav	3.5486	07-May-2018	17:26:30	17:26:33	
habitual	51	1	h1	dfd  	h_ae            	AHAD                                                                                        	AHAD. PLEASE SAY AHAD AGAIN.                                                                                                                                                                                  	AHAD. PLEASE SAY AHAD AGAIN.                                                                	AHAD. PLEASE SAY AHAD AGAIN.                                                                	Fixed	y	1	instructions_h1.txt	2	1	35	35	habitual_2_51_1.wav	3.6707	07-May-2018	17:26:34	17:26:37	
habitual	40	1	h1	dfd  	dh_a            	ATHODD                                                                                      	ATHODD. PLEASE SAY ATHODD AGAIN.                                                                                                                                                                              	ATHODD. PLEASE SAY ATHODD AGAIN.                                                            	ATHODD. PLEASE SAY ATHODD AGAIN.                                                            	Fixed	y	1	instructions_h1.txt	2	1	36	36	habitual_2_40_1.wav	17.256	07-May-2018	17:26:38	17:26:55	
habitual	42	1	h1	dfd  	ch_a            	ACHOD                                                                                       	ACHOD. PLEASE SAY ACHOD AGAIN.                                                                                                                                                                                	ACHOD. PLEASE SAY ACHOD AGAIN.                                                              	ACHOD. PLEASE SAY ACHOD AGAIN.                                                              	Fixed	y	1	instructions_h1.txt	2	1	37	37	habitual_2_42_1.wav	4.8804	07-May-2018	17:26:55	17:27:00	
habitual	14	1	h1	dfd  	d_ae            	ADAD                                                                                        	ADAD. PLEASE SAY ADAD AGAIN.                                                                                                                                                                                  	ADAD. PLEASE SAY ADAD AGAIN.                                                                	ADAD. PLEASE SAY ADAD AGAIN.                                                                	Fixed	y	1	instructions_h1.txt	2	1	38	38	habitual_2_14_1.wav	3.7682	07-May-2018	17:27:01	17:27:04	
habitual	52	1	h1	dfd  	h_u             	AHOOD                                                                                       	AHOOD. PLEASE SAY AHOOD AGAIN.                                                                                                                                                                                	AHOOD. PLEASE SAY AHOOD AGAIN.                                                              	AHOOD. PLEASE SAY AHOOD AGAIN.                                                              	Fixed	y	1	instructions_h1.txt	2	1	39	39	habitual_2_52_1.wav	4.1072	07-May-2018	17:27:05	17:27:09	
habitual	47	1	h1	dfd  	r_a             	AROD                                                                                        	AROD. PLEASE SAY AROD AGAIN.                                                                                                                                                                                  	AROD. PLEASE SAY AROD AGAIN.                                                                	AROD. PLEASE SAY AROD AGAIN.                                                                	Fixed	y	1	instructions_h1.txt	2	1	40	40	habitual_2_47_1.wav	3.6905	07-May-2018	17:27:09	17:27:13	
habitual	7	1	h1	dfd  	b_a             	ABOD                                                                                        	ABOD. PLEASE SAY ABOD AGAIN.                                                                                                                                                                                  	ABOD. PLEASE SAY ABOD AGAIN.                                                                	ABOD. PLEASE SAY ABOD AGAIN.                                                                	Fixed	y	1	instructions_h1.txt	2	1	41	41	habitual_2_7_1.wav	3.4832	07-May-2018	17:27:13	17:27:17	
habitual	43	1	h1	dfd  	dj_a            	AJOD                                                                                        	AJOD. PLEASE SAY AJOD AGAIN.                                                                                                                                                                                  	AJOD. PLEASE SAY AJOD AGAIN.                                                                	AJOD. PLEASE SAY AJOD AGAIN.                                                                	Fixed	y	1	instructions_h1.txt	2	1	42	42	habitual_2_43_1.wav	3.4634	07-May-2018	17:27:17	17:27:21	
habitual	20	1	h1	dfd  	k_u             	AKUDE                                                                                       	AKUDE. PLEASE SAY AKUDE AGAIN.                                                                                                                                                                                	AKUDE. PLEASE SAY AKUDE AGAIN.                                                              	AKUDE. PLEASE SAY AKUDE AGAIN.                                                              	Fixed	y	1	instructions_h1.txt	2	1	43	43	habitual_2_20_1.wav	3.5537	07-May-2018	17:27:21	17:27:25	
habitual	62	1	h1	probe	probe           	She saw Pattie buy two poppies                                                              	She saw Pattie buy two poppies                                                                                                                                                                                	She saw Pattie buy two poppies                                                              	She saw Pattie buy two poppies                                                              	Fixed	y	1	instructions_h1.txt	2	1	44	44	habitual_2_62_1.wav	3.672	07-May-2018	17:27:25	17:27:29	
habitual	28	1	h1	dfd  	s_u             	ASUDE                                                                                       	ASUDE. PLEASE SAY ASUDE AGAIN.                                                                                                                                                                                	ASUDE. PLEASE SAY ASUDE AGAIN.                                                              	ASUDE. PLEASE SAY ASUDE AGAIN.                                                              	Fixed	y	1	instructions_h1.txt	2	1	45	45	habitual_2_28_1.wav	3.8703	07-May-2018	17:27:29	17:27:33	
habitual	18	1	h1	dfd  	k_ae            	AKAD                                                                                        	AKAD. PLEASE SAY AKAD AGAIN.                                                                                                                                                                                  	AKAD. PLEASE SAY AKAD AGAIN.                                                                	AKAD. PLEASE SAY AKAD AGAIN.                                                                	Fixed	y	1	instructions_h1.txt	2	1	46	46	habitual_2_18_1.wav	3.7197	07-May-2018	17:27:33	17:27:37	
habitual	48	1	h1	dfd  	j_a             	AYOD                                                                                        	AYOD. PLEASE SAY AYOD AGAIN.                                                                                                                                                                                  	AYOD. PLEASE SAY AYOD AGAIN.                                                                	AYOD. PLEASE SAY AYOD AGAIN.                                                                	Fixed	y	1	instructions_h1.txt	2	1	47	47	habitual_2_48_1.wav	3.8414	07-May-2018	17:27:37	17:27:41	
habitual	11	1	h1	dfd  	t_a             	ATOD                                                                                        	ATOD. PLEASE SAY ATOD AGAIN.                                                                                                                                                                                  	ATOD. PLEASE SAY ATOD AGAIN.                                                                	ATOD. PLEASE SAY ATOD AGAIN.                                                                	Fixed	y	1	instructions_h1.txt	2	1	48	48	habitual_2_11_1.wav	3.5197	07-May-2018	17:27:42	17:27:45	
habitual	2	1	h1	dfd  	p_ae            	APAD                                                                                        	APAD. PLEASE SAY APAD AGAIN.                                                                                                                                                                                  	APAD. PLEASE SAY APAD AGAIN.                                                                	APAD. PLEASE SAY APAD AGAIN.                                                                	Fixed	y	1	instructions_h1.txt	2	1	49	49	habitual_2_2_1.wav	3.5141	07-May-2018	17:27:46	17:27:49	
habitual	49	1	h1	dfd  	w_a             	AWOD                                                                                        	AWOD. PLEASE SAY AWOD AGAIN.                                                                                                                                                                                  	AWOD. PLEASE SAY AWOD AGAIN.                                                                	AWOD. PLEASE SAY AWOD AGAIN.                                                                	Fixed	y	1	instructions_h1.txt	2	1	50	50	habitual_2_49_1.wav	3.5155	07-May-2018	17:27:49	17:27:53	
habitual	5	1	h1	dfd  	b_i             	ABEED                                                                                       	ABEED. PLEASE SAY ABEED AGAIN.                                                                                                                                                                                	ABEED. PLEASE SAY ABEED AGAIN.                                                              	ABEED. PLEASE SAY ABEED AGAIN.                                                              	Fixed	y	1	instructions_h1.txt	2	1	51	51	habitual_2_5_1.wav	3.5045	07-May-2018	17:27:53	17:27:57	
habitual	34	1	h1	dfd  	z_ae            	AZAD                                                                                        	AZAD. PLEASE SAY AZAD AGAIN.                                                                                                                                                                                  	AZAD. PLEASE SAY AZAD AGAIN.                                                                	AZAD. PLEASE SAY AZAD AGAIN.                                                                	Fixed	y	1	instructions_h1.txt	2	1	52	52	habitual_2_34_1.wav	3.3954	07-May-2018	17:27:57	17:28:00	
habitual	25	1	h1	dfd  	s_i             	ASEED                                                                                       	ASEED. PLEASE SAY ASEED AGAIN.                                                                                                                                                                                	ASEED. PLEASE SAY ASEED AGAIN.                                                              	ASEED. PLEASE SAY ASEED AGAIN.                                                              	Fixed	y	1	instructions_h1.txt	2	1	53	53	habitual_2_25_1.wav	3.4074	07-May-2018	17:28:01	17:28:04	
habitual	1	1	h1	dfd  	p_i             	APEED                                                                                       	APEED. PLEASE SAY APEED AGAIN.                                                                                                                                                                                	APEED. PLEASE SAY APEED AGAIN.                                                              	APEED. PLEASE SAY APEED AGAIN.                                                              	Fixed	y	1	instructions_h1.txt	2	1	54	54	habitual_2_1_1.wav	3.5166	07-May-2018	17:28:05	17:28:08	
habitual	45	1	h1	dfd  	n_a             	ANOD                                                                                        	ANOD. PLEASE SAY ANOD AGAIN.                                                                                                                                                                                  	ANOD. PLEASE SAY ANOD AGAIN.                                                                	ANOD. PLEASE SAY ANOD AGAIN.                                                                	Fixed	y	1	instructions_h1.txt	2	1	55	55	habitual_2_45_1.wav	3.4451	07-May-2018	17:28:08	17:28:12	
habitual	16	1	h1	dfd  	d_u             	ADUDE                                                                                       	ADUDE. PLEASE SAY ADUDE AGAIN.                                                                                                                                                                                	ADUDE. PLEASE SAY ADUDE AGAIN.                                                              	ADUDE. PLEASE SAY ADUDE AGAIN.                                                              	Fixed	y	1	instructions_h1.txt	2	1	56	56	habitual_2_16_1.wav	3.726	07-May-2018	17:28:12	17:28:16	
habitual	4	1	h1	dfd  	p_u             	APUDE                                                                                       	APUDE. PLEASE SAY APUDE AGAIN.                                                                                                                                                                                	APUDE. PLEASE SAY APUDE AGAIN.                                                              	APUDE. PLEASE SAY APUDE AGAIN.                                                              	Fixed	y	1	instructions_h1.txt	2	1	57	57	habitual_2_4_1.wav	3.677	07-May-2018	17:28:16	17:28:20	
habitual	59	1	h1	pic  	pic             	Please say 3 sentences about this picture: BEACH                                            	Please say 3 sentences about this picture: BEACH                                                                                                                                                              	Please say 3 sentences about this picture: BEACH                                            	Please say 3 sentences about this picture: BEACH                                            	Fixed	y	1	instructions_h1.txt	2	1	58	58	habitual_2_59_1.wav	36.8233	07-May-2018	17:28:20	17:28:57	
habitual	61	1	h1	pic  	pic             	Please say 3 sentences about this picture: FARM                                             	Please say 3 sentences about this picture: FARM                                                                                                                                                               	Please say 3 sentences about this picture: FARM                                             	Please say 3 sentences about this picture: FARM                                             	Fixed	y	1	instructions_h1.txt	2	1	59	59	habitual_2_61_1.wav	45.2328	07-May-2018	17:28:58	17:29:43	
habitual	53	1	h1	sit  	5 word sentence 	SIT SENTENCE1: 5 words                                                                      	5A. He carefully guards his answers.                                                                                                                                                                          	SIT SENTENCE1: 5 words                                                                      	SIT SENTENCE1: 5 words                                                                      	Fixed	y	1	instructions_h1.txt	2	1	60	60	habitual_2_53_1.wav	8.6892	07-May-2018	17:29:45	17:29:54	
habitual	54	1	h1	sit  	7 word sentence 	SIT SENTENCE2: 7 words                                                                      	7A. It makes all the work seem worthwhile.                                                                                                                                                                    	SIT SENTENCE2: 7 words                                                                      	SIT SENTENCE2: 7 words                                                                      	Fixed	y	1	instructions_h1.txt	2	1	61	61	habitual_2_54_1.wav	4.437	07-May-2018	17:29:55	17:29:59	
habitual	55	1	h1	sit  	9 word sentence 	SIT SENTENCE3: 9 words                                                                      	9A. Try to avoid moving in midsummer or on weekends.                                                                                                                                                          	SIT SENTENCE3: 9 words                                                                      	SIT SENTENCE3: 9 words                                                                      	Fixed	y	1	instructions_h1.txt	2	1	62	62	habitual_2_55_1.wav	9.4266	07-May-2018	17:29:59	17:30:09	
habitual	63	1	h1	con  	monologue       	Conversation: Now turn to the examiner and say a few sentences about the topic she provides.	Conversation: Now turn to the examiner and say a few sentences about the following prompt. Please read the prompt aloud when you are ready. Ready? Please tell me about what you like to do in your free time.	Conversation: Now turn to the examiner and say a few sentences about the topic she provides.	Conversation: Now turn to the examiner and say a few sentences about the topic she provides.	Fixed	y	1	instructions_h1.txt	2	1	63	63	habitual_2_63_1.wav	110.2437	07-May-2018	17:30:09	17:32:00	
