experiment	item	condition	conditionlabel	tasklabel	content	word	text	lab	woi	design	record	session	instructions	participant	playlist	experimentTrial	sessionTrial	recordedFile	trialDuration	date	trialStart	trialEnd	
faster2x	61	1	f2	pic  	pic             	Please say 3 sentences about this picture: BEACH                                            	Please say 3 sentences about this picture: BEACH                                            	Please say 3 sentences about this picture: BEACH                                            	Please say 3 sentences about this picture: BEACH                                            	Fixed	y	1	instructions_f2.txt	1	1	1	1	faster2x_1_61_1.wav	67.3663	25-Apr-2018	16:49:22	16:50:30	
faster2x	62	1	f2	probe	probe           	She saw Pattie buy two poppies                                                              	She saw Pattie buy two poppies                                                              	She saw Pattie buy two poppies                                                              	She saw Pattie buy two poppies                                                              	Fixed	y	1	instructions_f2.txt	1	1	2	2	faster2x_1_62_1.wav	10.24	25-Apr-2018	16:50:30	16:50:40	
faster2x	60	1	f2	pic  	pic             	Please say 3 sentences about this picture: FARM                                             	Please say 3 sentences about this picture: FARM                                             	Please say 3 sentences about this picture: FARM                                             	Please say 3 sentences about this picture: FARM                                             	Fixed	y	1	instructions_f2.txt	1	1	3	3	faster2x_1_60_1.wav	28.6657	25-Apr-2018	16:50:41	16:51:09	
faster2x	53	1	f2	sit  	5 word sentence 	SIT SENTENCE1: 5 words                                                                      	5A. The sun died at night.                                                                  	SIT SENTENCE1: 5 words                                                                      	SIT SENTENCE1: 5 words                                                                      	Fixed	y	1	instructions_f2.txt	1	1	4	4	faster2x_1_53_1.wav	3.8789	25-Apr-2018	16:51:10	16:51:13	
faster2x	54	1	f2	sit  	7 word sentence 	SIT SENTENCE2: 7 words                                                                      	7A. I haven't seen that friend for years.                                                   	SIT SENTENCE2: 7 words                                                                      	SIT SENTENCE2: 7 words                                                                      	Fixed	y	1	instructions_f2.txt	1	1	5	5	faster2x_1_54_1.wav	3.5226	25-Apr-2018	16:51:14	16:51:17	
faster2x	55	1	f2	sit  	9 word sentence 	SIT SENTENCE3: 9 words                                                                      	"9A. I'm either second or third, depending on your judgment."                               	SIT SENTENCE3: 9 words                                                                      	SIT SENTENCE3: 9 words                                                                      	Fixed	y	1	instructions_f2.txt	1	1	6	6	faster2x_1_55_1.wav	4.0615	25-Apr-2018	16:51:17	16:51:21	
faster2x	29	1	f2	dfd  	sh_i            	ASHEED                                                                                      	ASHEED. PLEASE SAY ASHEED AGAIN.                                                            	ASHEED. PLEASE SAY ASHEED AGAIN.                                                            	ASHEED. PLEASE SAY ASHEED AGAIN.                                                            	Fixed	y	1	instructions_f2.txt	1	1	7	7	faster2x_1_29_1.wav	3.4906	25-Apr-2018	16:51:22	16:51:25	
faster2x	49	1	f2	dfd  	w_a             	AWOD                                                                                        	AWOD. PLEASE SAY AWOD AGAIN.                                                                	AWOD. PLEASE SAY AWOD AGAIN.                                                                	AWOD. PLEASE SAY AWOD AGAIN.                                                                	Fixed	y	1	instructions_f2.txt	1	1	8	8	faster2x_1_49_1.wav	2.8918	25-Apr-2018	16:51:25	16:51:28	
faster2x	13	1	f2	dfd  	d_i             	ADEED                                                                                       	ADEED. PLEASE SAY ADEED AGAIN.                                                              	ADEED. PLEASE SAY ADEED AGAIN.                                                              	ADEED. PLEASE SAY ADEED AGAIN.                                                              	Fixed	y	1	instructions_f2.txt	1	1	9	9	faster2x_1_13_1.wav	3.1369	25-Apr-2018	16:51:28	16:51:32	
faster2x	21	1	f2	dfd  	g_i             	AGEED                                                                                       	AGEED. PLEASE SAY AGEED AGAIN.                                                              	AGEED. PLEASE SAY AGEED AGAIN.                                                              	AGEED. PLEASE SAY AGEED AGAIN.                                                              	Fixed	y	1	instructions_f2.txt	1	1	10	10	faster2x_1_21_1.wav	3.7897	25-Apr-2018	16:51:32	16:51:35	
faster2x	9	1	f2	dfd  	t_i             	ATEED                                                                                       	ATEED. PLEASE SAY ATEED AGAIN.                                                              	ATEED. PLEASE SAY ATEED AGAIN.                                                              	ATEED. PLEASE SAY ATEED AGAIN.                                                              	Fixed	y	1	instructions_f2.txt	1	1	11	11	faster2x_1_9_1.wav	3.3196	25-Apr-2018	16:51:36	16:51:39	
faster2x	10	1	f2	dfd  	t_ae            	ATAD                                                                                        	ATAD. PLEASE SAY ATAD AGAIN.                                                                	ATAD. PLEASE SAY ATAD AGAIN.                                                                	ATAD. PLEASE SAY ATAD AGAIN.                                                                	Fixed	y	1	instructions_f2.txt	1	1	12	12	faster2x_1_10_1.wav	3.0015	25-Apr-2018	16:51:39	16:51:42	
faster2x	16	1	f2	dfd  	d_u             	ADUDE                                                                                       	ADUDE. PLEASE SAY ADUDE AGAIN.                                                              	ADUDE. PLEASE SAY ADUDE AGAIN.                                                              	ADUDE. PLEASE SAY ADUDE AGAIN.                                                              	Fixed	y	1	instructions_f2.txt	1	1	13	13	faster2x_1_16_1.wav	2.808	25-Apr-2018	16:51:42	16:51:45	
faster2x	36	1	f2	dfd  	z_u             	AZUDE                                                                                       	AZUDE. PLEASE SAY AZUDE AGAIN.                                                              	AZUDE. PLEASE SAY AZUDE AGAIN.                                                              	AZUDE. PLEASE SAY AZUDE AGAIN.                                                              	Fixed	y	1	instructions_f2.txt	1	1	14	14	faster2x_1_36_1.wav	19.0534	25-Apr-2018	16:51:45	16:52:04	
faster2x	34	1	f2	dfd  	z_ae            	AZAD                                                                                        	AZAD. PLEASE SAY AZAD AGAIN.                                                                	AZAD. PLEASE SAY AZAD AGAIN.                                                                	AZAD. PLEASE SAY AZAD AGAIN.                                                                	Fixed	y	1	instructions_f2.txt	1	1	15	15	faster2x_1_34_1.wav	3.2807	25-Apr-2018	16:52:04	16:52:08	
faster2x	3	1	f2	dfd  	p_a             	APOD                                                                                        	APOD. PLEASE SAY APOD AGAIN.                                                                	APOD. PLEASE SAY APOD AGAIN.                                                                	APOD. PLEASE SAY APOD AGAIN.                                                                	Fixed	y	1	instructions_f2.txt	1	1	16	16	faster2x_1_3_1.wav	2.6763	25-Apr-2018	16:52:08	16:52:11	
faster2x	24	1	f2	dfd  	g_u             	AGUDE                                                                                       	AGUDE. PLEASE SAY AGUDE AGAIN.                                                              	AGUDE. PLEASE SAY AGUDE AGAIN.                                                              	AGUDE. PLEASE SAY AGUDE AGAIN.                                                              	Fixed	y	1	instructions_f2.txt	1	1	17	17	faster2x_1_24_1.wav	2.7958	25-Apr-2018	16:52:11	16:52:14	
faster2x	40	1	f2	dfd  	dh_a            	ATHODD                                                                                      	ATHODD. PLEASE SAY ATHODD AGAIN.                                                            	ATHODD. PLEASE SAY ATHODD AGAIN.                                                            	ATHODD. PLEASE SAY ATHODD AGAIN.                                                            	Fixed	y	1	instructions_f2.txt	1	1	18	18	faster2x_1_40_1.wav	4.5864	25-Apr-2018	16:52:14	16:52:18	
faster2x	8	1	f2	dfd  	b_u             	ABUDE                                                                                       	ABUDE. PLEASE SAY ABUDE AGAIN.                                                              	ABUDE. PLEASE SAY ABUDE AGAIN.                                                              	ABUDE. PLEASE SAY ABUDE AGAIN.                                                              	Fixed	y	1	instructions_f2.txt	1	1	19	19	faster2x_1_8_1.wav	5.9534	25-Apr-2018	16:52:19	16:52:25	
faster2x	59	1	f2	pic  	pic             	Please say 3 sentences about this picture: STREET                                           	Please say 3 sentences about this picture: STREET                                           	Please say 3 sentences about this picture: STREET                                           	Please say 3 sentences about this picture: STREET                                           	Fixed	y	1	instructions_f2.txt	1	1	20	20	faster2x_1_59_1.wav	30.1733	25-Apr-2018	16:52:25	16:52:55	
faster2x	42	1	f2	dfd  	ch_a            	ACHOD                                                                                       	ACHOD. PLEASE SAY ACHOD AGAIN.                                                              	ACHOD. PLEASE SAY ACHOD AGAIN.                                                              	ACHOD. PLEASE SAY ACHOD AGAIN.                                                              	Fixed	y	1	instructions_f2.txt	1	1	21	21	faster2x_1_42_1.wav	3.7624	25-Apr-2018	16:52:55	16:52:59	
faster2x	26	1	f2	dfd  	s_ae            	ASAD                                                                                        	ASAD. PLEASE SAY ASAD AGAIN.                                                                	ASAD. PLEASE SAY ASAD AGAIN.                                                                	ASAD. PLEASE SAY ASAD AGAIN.                                                                	Fixed	y	1	instructions_f2.txt	1	1	22	22	faster2x_1_26_1.wav	2.7305	25-Apr-2018	16:52:59	16:53:02	
faster2x	35	1	f2	dfd  	z_a             	AZOD                                                                                        	AZOD. PLEASE SAY AZOD AGAIN.                                                                	AZOD. PLEASE SAY AZOD AGAIN.                                                                	AZOD. PLEASE SAY AZOD AGAIN.                                                                	Fixed	y	1	instructions_f2.txt	1	1	23	23	faster2x_1_35_1.wav	2.736	25-Apr-2018	16:53:02	16:53:05	
faster2x	30	1	f2	dfd  	sh_ae           	ASHAD                                                                                       	ASHAD. PLEASE SAY ASHAD AGAIN.                                                              	ASHAD. PLEASE SAY ASHAD AGAIN.                                                              	ASHAD. PLEASE SAY ASHAD AGAIN.                                                              	Fixed	y	1	instructions_f2.txt	1	1	24	24	faster2x_1_30_1.wav	2.7303	25-Apr-2018	16:53:05	16:53:08	
faster2x	23	1	f2	dfd  	g_a             	AGOD                                                                                        	AGOD. PLEASE SAY AGOD AGAIN.                                                                	AGOD. PLEASE SAY AGOD AGAIN.                                                                	AGOD. PLEASE SAY AGOD AGAIN.                                                                	Fixed	y	1	instructions_f2.txt	1	1	25	25	faster2x_1_23_1.wav	3.7241	25-Apr-2018	16:53:08	16:53:12	
faster2x	19	1	f2	dfd  	k_a             	AKOD                                                                                        	AKOD. PLEASE SAY AKOD AGAIN.                                                                	AKOD. PLEASE SAY AKOD AGAIN.                                                                	AKOD. PLEASE SAY AKOD AGAIN.                                                                	Fixed	y	1	instructions_f2.txt	1	1	26	26	faster2x_1_19_1.wav	3.1173	25-Apr-2018	16:53:12	16:53:15	
faster2x	32	1	f2	dfd  	sh_u            	ASHUDE                                                                                      	ASHUDE. PLEASE SAY ASHUDE AGAIN.                                                            	ASHUDE. PLEASE SAY ASHUDE AGAIN.                                                            	ASHUDE. PLEASE SAY ASHUDE AGAIN.                                                            	Fixed	y	1	instructions_f2.txt	1	1	27	27	faster2x_1_32_1.wav	2.8014	25-Apr-2018	16:53:15	16:53:18	
faster2x	46	1	f2	dfd  	l_a             	ALOD                                                                                        	ALOD. PLEASE SAY ALOD AGAIN.                                                                	ALOD. PLEASE SAY ALOD AGAIN.                                                                	ALOD. PLEASE SAY ALOD AGAIN.                                                                	Fixed	y	1	instructions_f2.txt	1	1	28	28	faster2x_1_46_1.wav	2.7842	25-Apr-2018	16:53:18	16:53:21	
faster2x	45	1	f2	dfd  	n_a             	ANOD                                                                                        	ANOD. PLEASE SAY ANOD AGAIN.                                                                	ANOD. PLEASE SAY ANOD AGAIN.                                                                	ANOD. PLEASE SAY ANOD AGAIN.                                                                	Fixed	y	1	instructions_f2.txt	1	1	29	29	faster2x_1_45_1.wav	2.9826	25-Apr-2018	16:53:21	16:53:24	
faster2x	17	1	f2	dfd  	k_i             	AKEED                                                                                       	AKEED. PLEASE SAY AKEED AGAIN.                                                              	AKEED. PLEASE SAY AKEED AGAIN.                                                              	AKEED. PLEASE SAY AKEED AGAIN.                                                              	Fixed	y	1	instructions_f2.txt	1	1	30	30	faster2x_1_17_1.wav	2.9513	25-Apr-2018	16:53:25	16:53:27	
faster2x	31	1	f2	dfd  	sh_a            	ASHOD                                                                                       	ASHOD. PLEASE SAY ASHOD AGAIN.                                                              	ASHOD. PLEASE SAY ASHOD AGAIN.                                                              	ASHOD. PLEASE SAY ASHOD AGAIN.                                                              	Fixed	y	1	instructions_f2.txt	1	1	31	31	faster2x_1_31_1.wav	2.941	25-Apr-2018	16:53:28	16:53:31	
faster2x	43	1	f2	dfd  	dj_a            	AJOD                                                                                        	AJOD. PLEASE SAY AJOD AGAIN.                                                                	AJOD. PLEASE SAY AJOD AGAIN.                                                                	AJOD. PLEASE SAY AJOD AGAIN.                                                                	Fixed	y	1	instructions_f2.txt	1	1	32	32	faster2x_1_43_1.wav	3.2352	25-Apr-2018	16:53:31	16:53:34	
faster2x	44	1	f2	dfd  	m_a             	AMOD                                                                                        	AMOD. PLEASE SAY AMOD AGAIN.                                                                	AMOD. PLEASE SAY AMOD AGAIN.                                                                	AMOD. PLEASE SAY AMOD AGAIN.                                                                	Fixed	y	1	instructions_f2.txt	1	1	33	33	faster2x_1_44_1.wav	2.9708	25-Apr-2018	16:53:35	16:53:38	
faster2x	25	1	f2	dfd  	s_i             	ASEED                                                                                       	ASEED. PLEASE SAY ASEED AGAIN.                                                              	ASEED. PLEASE SAY ASEED AGAIN.                                                              	ASEED. PLEASE SAY ASEED AGAIN.                                                              	Fixed	y	1	instructions_f2.txt	1	1	34	34	faster2x_1_25_1.wav	2.8989	25-Apr-2018	16:53:38	16:53:41	
faster2x	27	1	f2	dfd  	s_a             	ASOD                                                                                        	ASOD. PLEASE SAY ASOD AGAIN.                                                                	ASOD. PLEASE SAY ASOD AGAIN.                                                                	ASOD. PLEASE SAY ASOD AGAIN.                                                                	Fixed	y	1	instructions_f2.txt	1	1	35	35	faster2x_1_27_1.wav	3.2505	25-Apr-2018	16:53:41	16:53:44	
faster2x	47	1	f2	dfd  	r_a             	AROD                                                                                        	AROD. PLEASE SAY AROD AGAIN.                                                                	AROD. PLEASE SAY AROD AGAIN.                                                                	AROD. PLEASE SAY AROD AGAIN.                                                                	Fixed	y	1	instructions_f2.txt	1	1	36	36	faster2x_1_47_1.wav	3.2147	25-Apr-2018	16:53:44	16:53:47	
faster2x	28	1	f2	dfd  	s_u             	ASUDE                                                                                       	ASUDE. PLEASE SAY ASUDE AGAIN.                                                              	ASUDE. PLEASE SAY ASUDE AGAIN.                                                              	ASUDE. PLEASE SAY ASUDE AGAIN.                                                              	Fixed	y	1	instructions_f2.txt	1	1	37	37	faster2x_1_28_1.wav	2.9588	25-Apr-2018	16:53:47	16:53:50	
faster2x	6	1	f2	dfd  	b_ae            	ABAD                                                                                        	ABAD. PLEASE SAY ABAD AGAIN.                                                                	ABAD. PLEASE SAY ABAD AGAIN.                                                                	ABAD. PLEASE SAY ABAD AGAIN.                                                                	Fixed	y	1	instructions_f2.txt	1	1	38	38	faster2x_1_6_1.wav	3.0509	25-Apr-2018	16:53:51	16:53:54	
faster2x	52	1	f2	dfd  	h_u             	AHOOD                                                                                       	AHOOD. PLEASE SAY AHOOD AGAIN.                                                              	AHOOD. PLEASE SAY AHOOD AGAIN.                                                              	AHOOD. PLEASE SAY AHOOD AGAIN.                                                              	Fixed	y	1	instructions_f2.txt	1	1	39	39	faster2x_1_52_1.wav	4.3697	25-Apr-2018	16:53:54	16:53:58	
faster2x	15	1	f2	dfd  	d_a             	ADOD                                                                                        	ADOD. PLEASE SAY ADOD AGAIN.                                                                	ADOD. PLEASE SAY ADOD AGAIN.                                                                	ADOD. PLEASE SAY ADOD AGAIN.                                                                	Fixed	y	1	instructions_f2.txt	1	1	40	40	faster2x_1_15_1.wav	5.7879	25-Apr-2018	16:53:58	16:54:04	
faster2x	50	1	f2	dfd  	h_i             	AHEED                                                                                       	AHEED. PLEASE SAY AHEED AGAIN.                                                              	AHEED. PLEASE SAY AHEED AGAIN.                                                              	AHEED. PLEASE SAY AHEED AGAIN.                                                              	Fixed	y	1	instructions_f2.txt	1	1	41	41	faster2x_1_50_1.wav	3.3803	25-Apr-2018	16:54:04	16:54:07	
faster2x	1	1	f2	dfd  	p_i             	APEED                                                                                       	APEED. PLEASE SAY APEED AGAIN.                                                              	APEED. PLEASE SAY APEED AGAIN.                                                              	APEED. PLEASE SAY APEED AGAIN.                                                              	Fixed	y	1	instructions_f2.txt	1	1	42	42	faster2x_1_1_1.wav	3.2972	25-Apr-2018	16:54:08	16:54:11	
faster2x	2	1	f2	dfd  	p_ae            	APAD                                                                                        	APAD. PLEASE SAY APAD AGAIN.                                                                	APAD. PLEASE SAY APAD AGAIN.                                                                	APAD. PLEASE SAY APAD AGAIN.                                                                	Fixed	y	1	instructions_f2.txt	1	1	43	43	faster2x_1_2_1.wav	2.8231	25-Apr-2018	16:54:11	16:54:14	
faster2x	4	1	f2	dfd  	p_u             	APUDE                                                                                       	APUDE. PLEASE SAY APUDE AGAIN.                                                              	APUDE. PLEASE SAY APUDE AGAIN.                                                              	APUDE. PLEASE SAY APUDE AGAIN.                                                              	Fixed	y	1	instructions_f2.txt	1	1	44	44	faster2x_1_4_1.wav	2.7966	25-Apr-2018	16:54:14	16:54:17	
faster2x	37	1	f2	dfd  	f_a             	AFOD                                                                                        	AFOD. PLEASE SAY AFOD AGAIN.                                                                	AFOD. PLEASE SAY AFOD AGAIN.                                                                	AFOD. PLEASE SAY AFOD AGAIN.                                                                	Fixed	y	1	instructions_f2.txt	1	1	45	45	faster2x_1_37_1.wav	2.8782	25-Apr-2018	16:54:17	16:54:20	
faster2x	18	1	f2	dfd  	k_ae            	AKAD                                                                                        	AKAD. PLEASE SAY AKAD AGAIN.                                                                	AKAD. PLEASE SAY AKAD AGAIN.                                                                	AKAD. PLEASE SAY AKAD AGAIN.                                                                	Fixed	y	1	instructions_f2.txt	1	1	46	46	faster2x_1_18_1.wav	2.8908	25-Apr-2018	16:54:20	16:54:23	
faster2x	12	1	f2	dfd  	t_u             	ATUDE                                                                                       	ATUDE. PLEASE SAY ATUDE AGAIN.                                                              	ATUDE. PLEASE SAY ATUDE AGAIN.                                                              	ATUDE. PLEASE SAY ATUDE AGAIN.                                                              	Fixed	y	1	instructions_f2.txt	1	1	47	47	faster2x_1_12_1.wav	2.9474	25-Apr-2018	16:54:23	16:54:26	
faster2x	33	1	f2	dfd  	z_i             	AZEED                                                                                       	AZEED. PLEASE SAY AZEED AGAIN.                                                              	AZEED. PLEASE SAY AZEED AGAIN.                                                              	AZEED. PLEASE SAY AZEED AGAIN.                                                              	Fixed	y	1	instructions_f2.txt	1	1	48	48	faster2x_1_33_1.wav	3.2658	25-Apr-2018	16:54:26	16:54:30	
faster2x	48	1	f2	dfd  	j_a             	AYOD                                                                                        	AYOD. PLEASE SAY AYOD AGAIN.                                                                	AYOD. PLEASE SAY AYOD AGAIN.                                                                	AYOD. PLEASE SAY AYOD AGAIN.                                                                	Fixed	y	1	instructions_f2.txt	1	1	49	49	faster2x_1_48_1.wav	3.2087	25-Apr-2018	16:54:30	16:54:33	
faster2x	51	1	f2	dfd  	h_ae            	AHAD                                                                                        	AHAD. PLEASE SAY AHAD AGAIN.                                                                	AHAD. PLEASE SAY AHAD AGAIN.                                                                	AHAD. PLEASE SAY AHAD AGAIN.                                                                	Fixed	y	1	instructions_f2.txt	1	1	50	50	faster2x_1_51_1.wav	2.7714	25-Apr-2018	16:54:33	16:54:36	
faster2x	39	1	f2	dfd  	th_a            	ATHOD                                                                                       	ATHOD. PLEASE SAY ATHOD AGAIN.                                                              	ATHOD. PLEASE SAY ATHOD AGAIN.                                                              	ATHOD. PLEASE SAY ATHOD AGAIN.                                                              	Fixed	y	1	instructions_f2.txt	1	1	51	51	faster2x_1_39_1.wav	3.0771	25-Apr-2018	16:54:36	16:54:39	
faster2x	20	1	f2	dfd  	k_u             	AKUDE                                                                                       	AKUDE. PLEASE SAY AKUDE AGAIN.                                                              	AKUDE. PLEASE SAY AKUDE AGAIN.                                                              	AKUDE. PLEASE SAY AKUDE AGAIN.                                                              	Fixed	y	1	instructions_f2.txt	1	1	52	52	faster2x_1_20_1.wav	3.0959	25-Apr-2018	16:54:40	16:54:43	
faster2x	7	1	f2	dfd  	b_a             	ABOD                                                                                        	ABOD. PLEASE SAY ABOD AGAIN.                                                                	ABOD. PLEASE SAY ABOD AGAIN.                                                                	ABOD. PLEASE SAY ABOD AGAIN.                                                                	Fixed	y	1	instructions_f2.txt	1	1	53	53	faster2x_1_7_1.wav	2.946	25-Apr-2018	16:54:43	16:54:46	
faster2x	41	1	f2	dfd  	h_a             	AHOD                                                                                        	AHOD. PLEASE SAY AHOD AGAIN.                                                                	AHOD. PLEASE SAY AHOD AGAIN.                                                                	AHOD. PLEASE SAY AHOD AGAIN.                                                                	Fixed	y	1	instructions_f2.txt	1	1	54	54	faster2x_1_41_1.wav	2.7379	25-Apr-2018	16:54:46	16:54:49	
faster2x	5	1	f2	dfd  	b_i             	ABEED                                                                                       	ABEED. PLEASE SAY ABEED AGAIN.                                                              	ABEED. PLEASE SAY ABEED AGAIN.                                                              	ABEED. PLEASE SAY ABEED AGAIN.                                                              	Fixed	y	1	instructions_f2.txt	1	1	55	55	faster2x_1_5_1.wav	2.7456	25-Apr-2018	16:54:49	16:54:52	
faster2x	38	1	f2	dfd  	v_a             	AVOD                                                                                        	AVOD. PLEASE SAY AVOD AGAIN.                                                                	AVOD. PLEASE SAY AVOD AGAIN.                                                                	AVOD. PLEASE SAY AVOD AGAIN.                                                                	Fixed	y	1	instructions_f2.txt	1	1	56	56	faster2x_1_38_1.wav	2.8993	25-Apr-2018	16:54:52	16:54:55	
faster2x	14	1	f2	dfd  	d_ae            	ADAD                                                                                        	ADAD. PLEASE SAY ADAD AGAIN.                                                                	ADAD. PLEASE SAY ADAD AGAIN.                                                                	ADAD. PLEASE SAY ADAD AGAIN.                                                                	Fixed	y	1	instructions_f2.txt	1	1	57	57	faster2x_1_14_1.wav	3.0848	25-Apr-2018	16:54:55	16:54:58	
faster2x	11	1	f2	dfd  	t_a             	ATOD                                                                                        	ATOD. PLEASE SAY ATOD AGAIN.                                                                	ATOD. PLEASE SAY ATOD AGAIN.                                                                	ATOD. PLEASE SAY ATOD AGAIN.                                                                	Fixed	y	1	instructions_f2.txt	1	1	58	58	faster2x_1_11_1.wav	3.0701	25-Apr-2018	16:54:58	16:55:01	
faster2x	22	1	f2	dfd  	g_ae            	AGAD                                                                                        	AGAD. PLEASE SAY AGAD AGAIN.                                                                	AGAD. PLEASE SAY AGAD AGAIN.                                                                	AGAD. PLEASE SAY AGAD AGAIN.                                                                	Fixed	y	1	instructions_f2.txt	1	1	59	59	faster2x_1_22_1.wav	2.806	25-Apr-2018	16:55:02	16:55:05	
faster2x	56	1	f2	sit  	6 word sentence 	SIT SENTENCE4: 6 words                                                                      	6A. We gathered shells on the beach.                                                        	SIT SENTENCE4: 6 words                                                                      	SIT SENTENCE4: 6 words                                                                      	Fixed	y	1	instructions_f2.txt	1	1	60	60	faster2x_1_56_1.wav	3.882	25-Apr-2018	16:55:05	16:55:09	
faster2x	57	1	f2	sit  	8 word sentence 	SIT SENTENCE5: 8 words                                                                      	8A. Many of the best places are privately owned.                                            	SIT SENTENCE5: 8 words                                                                      	SIT SENTENCE5: 8 words                                                                      	Fixed	y	1	instructions_f2.txt	1	1	61	61	faster2x_1_57_1.wav	4.0979	25-Apr-2018	16:55:09	16:55:13	
faster2x	58	1	f2	sit  	10 word sentence	SIT SENTENCE6: 10 words                                                                     	"10A. Most of their friends were gone, so they moved out."                                  	SIT SENTENCE6: 10 words                                                                     	SIT SENTENCE6: 10 words                                                                     	Fixed	y	1	instructions_f2.txt	1	1	62	62	faster2x_1_58_1.wav	3.5766	25-Apr-2018	16:55:13	16:55:17	
faster2x	63	1	f2	con  	monologue       	Conversation: Now turn to the examiner and say a few sentences about the topic she provides.	Conversation: Now turn to the examiner and say a few sentences about the topic she provides.	Conversation: Now turn to the examiner and say a few sentences about the topic she provides.	Conversation: Now turn to the examiner and say a few sentences about the topic she provides.	Fixed	y	1	instructions_f2.txt	1	1	63	63	faster2x_1_63_1.wav	82.8271	25-Apr-2018	16:55:17	16:56:40	
faster3x	21	1	f3	dfd  	g_i             	AGEED                                                                                       	AGEED. PLEASE SAY AGEED AGAIN.                                                              	AGEED. PLEASE SAY AGEED AGAIN.                                                              	AGEED. PLEASE SAY AGEED AGAIN.                                                              	Fixed	y	2	instructions_f3.txt	1	1	1	1	faster3x_1_21_1.wav	3.2385	25-Apr-2018	16:57:16	16:57:19	
faster3x	34	1	f3	dfd  	z_ae            	AZAD                                                                                        	AZAD. PLEASE SAY AZAD AGAIN.                                                                	AZAD. PLEASE SAY AZAD AGAIN.                                                                	AZAD. PLEASE SAY AZAD AGAIN.                                                                	Fixed	y	2	instructions_f3.txt	1	1	2	2	faster3x_1_34_1.wav	2.5733	25-Apr-2018	16:57:19	16:57:22	
faster3x	50	1	f3	dfd  	h_i             	AHEED                                                                                       	AHEED. PLEASE SAY AHEED AGAIN.                                                              	AHEED. PLEASE SAY AHEED AGAIN.                                                              	AHEED. PLEASE SAY AHEED AGAIN.                                                              	Fixed	y	2	instructions_f3.txt	1	1	3	3	faster3x_1_50_1.wav	2.6866	25-Apr-2018	16:57:22	16:57:24	
faster3x	10	1	f3	dfd  	t_ae            	ATAD                                                                                        	ATAD. PLEASE SAY ATAD AGAIN.                                                                	ATAD. PLEASE SAY ATAD AGAIN.                                                                	ATAD. PLEASE SAY ATAD AGAIN.                                                                	Fixed	y	2	instructions_f3.txt	1	1	4	4	faster3x_1_10_1.wav	2.9127	25-Apr-2018	16:57:25	16:57:28	
faster3x	38	1	f3	dfd  	v_a             	AVOD                                                                                        	AVOD. PLEASE SAY AVOD AGAIN.                                                                	AVOD. PLEASE SAY AVOD AGAIN.                                                                	AVOD. PLEASE SAY AVOD AGAIN.                                                                	Fixed	y	2	instructions_f3.txt	1	1	5	5	faster3x_1_38_1.wav	2.9523	25-Apr-2018	16:57:28	16:57:31	
faster3x	6	1	f3	dfd  	b_ae            	ABAD                                                                                        	ABAD. PLEASE SAY ABAD AGAIN.                                                                	ABAD. PLEASE SAY ABAD AGAIN.                                                                	ABAD. PLEASE SAY ABAD AGAIN.                                                                	Fixed	y	2	instructions_f3.txt	1	1	6	6	faster3x_1_6_1.wav	2.6874	25-Apr-2018	16:57:31	16:57:34	
faster3x	47	1	f3	dfd  	r_a             	AROD                                                                                        	AROD. PLEASE SAY AROD AGAIN.                                                                	AROD. PLEASE SAY AROD AGAIN.                                                                	AROD. PLEASE SAY AROD AGAIN.                                                                	Fixed	y	2	instructions_f3.txt	1	1	7	7	faster3x_1_47_1.wav	2.8634	25-Apr-2018	16:57:34	16:57:37	
faster3x	2	1	f3	dfd  	p_ae            	APAD                                                                                        	APAD. PLEASE SAY APAD AGAIN.                                                                	APAD. PLEASE SAY APAD AGAIN.                                                                	APAD. PLEASE SAY APAD AGAIN.                                                                	Fixed	y	2	instructions_f3.txt	1	1	8	8	faster3x_1_2_1.wav	2.5837	25-Apr-2018	16:57:37	16:57:39	
faster3x	16	1	f3	dfd  	d_u             	ADUDE                                                                                       	ADUDE. PLEASE SAY ADUDE AGAIN.                                                              	ADUDE. PLEASE SAY ADUDE AGAIN.                                                              	ADUDE. PLEASE SAY ADUDE AGAIN.                                                              	Fixed	y	2	instructions_f3.txt	1	1	9	9	faster3x_1_16_1.wav	2.5546	25-Apr-2018	16:57:40	16:57:42	
faster3x	48	1	f3	dfd  	j_a             	AYOD                                                                                        	AYOD. PLEASE SAY AYOD AGAIN.                                                                	AYOD. PLEASE SAY AYOD AGAIN.                                                                	AYOD. PLEASE SAY AYOD AGAIN.                                                                	Fixed	y	2	instructions_f3.txt	1	1	10	10	faster3x_1_48_1.wav	2.3761	25-Apr-2018	16:57:42	16:57:45	
faster3x	49	1	f3	dfd  	w_a             	AWOD                                                                                        	AWOD. PLEASE SAY AWOD AGAIN.                                                                	AWOD. PLEASE SAY AWOD AGAIN.                                                                	AWOD. PLEASE SAY AWOD AGAIN.                                                                	Fixed	y	2	instructions_f3.txt	1	1	11	11	faster3x_1_49_1.wav	2.3822	25-Apr-2018	16:57:45	16:57:47	
faster3x	23	1	f3	dfd  	g_a             	AGOD                                                                                        	AGOD. PLEASE SAY AGOD AGAIN.                                                                	AGOD. PLEASE SAY AGOD AGAIN.                                                                	AGOD. PLEASE SAY AGOD AGAIN.                                                                	Fixed	y	2	instructions_f3.txt	1	1	12	12	faster3x_1_23_1.wav	2.495	25-Apr-2018	16:57:48	16:57:50	
